table,col_nm,domain,normal_data,err_data,datatype,rule,total_cnt,err_cnt,err_rt
LSNSUSER.TB_CLS_LQFTMANF,CITYAUTH_CD,코드,"['1602', '1213', '1601', '1309', '1504']",[],VARCHAR2(5),관할관청코드(지자체),"1,518,596",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,OWNER_NM,,"['임영봉', '박천재', '이용복', '조합장', '채미봉']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_LQFTMANF,TEL_NO,번호,"['NULL', '0417332720', '0647969696', '0613524618', '0613821991']",[],VARCHAR2(20),번호조합,"1,069,656",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,REGI_USCM_TYPE,코드,"['E1', 'T1', 'NULL']",[],VARCHAR2(2),공통코드,"1,487,264",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,EMSN_REGI_TYPE,코드,"['02', '01', '04', '05', 'NULL']",[],VARCHAR2(2),공통코드,"1,518,594",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,MBL_MANF_NO,번호,"['NULL', 'R220303112819', 'R220117195726', 'R211129180903', 'R211230123231']",[],VARCHAR2(20),영문/숫자만 사용,"914,700",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,MBL_RECV_PHONE,번호,"['NULL', '010-5653-3463', '010-9649-1257', '010-7763-1214', '010-6485-5138']","['010-3838-ㄱ', '010-식-9813', '010.4-3797-7219']",VARCHAR2(20),번호조합,"632,024",3,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_USCM_NO,번호,"['2016000829', '2016000978', '2015000311', '2016001370', '2013000588']",[],VARCHAR2(10),숫자만사용,"1,548,825",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_PERM_MGT_NO,번호,"['P02', 'P03', 'P04', 'P01', 'P05']",[],VARCHAR2(20),영문/숫자만 사용,"1,518,596",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_RECV_DATE,날짜,"['2021-03-25 00:00:00', '2023-03-07 00:00:00', '2021-03-26 00:00:00', '2021-03-10 00:00:00', '2021-02-23 00:00:00']",[],DATE,년-월-일 시:분:초,"1,526,732",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_RECV_AMT,수량,"['15', '23', '24', '8', '14']",[],"NUMBER(15,3)",수량_소수점포함(+),"1,530,661",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_SPRY_DATE,날짜,"['NULL', '2021-03-25 00:00:00', '2021-03-26 00:00:00', '2023-03-07 00:00:00', '2021-03-10 00:00:00']",[],DATE,년-월-일 시:분:초,"1,487,578",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_SPRY_AMT,수량,"['15', '23', '24', '8', '14']",[],"NUMBER(15,3)",수량_소수점포함(+),"1,524,219",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_RECV_USER_NM,,"['이남호', '이찬영', '고대익', '조우준', '양창모`']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_LQFTMANF,TRNS_POST_NO,번호,"['320-811', '534-843', '695-924', '621-872', '536-865']",[],VARCHAR2(7),우편번호 조합,"1,512,059",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_REGI_TYPE,코드,"['02', '01', '04', '05', 'NULL']",[],VARCHAR2(2),공통코드,"1,518,596",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,TRNS_RECV_WORK_DATE,날짜,"['2017-04-27 11:05:33', '2017-03-31 19:06:05', '2017-03-30 22:35:02', '2017-03-03 08:43:01', '2017-04-24 17:31:01']",[],DATE,년-월-일 시:분:초,"1,526,737",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,REGI_ID,,"['system', 'lsamanager', 'LSNS', 'jc20292000']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_LQFTMANF,REGI_DATE,날짜,"['2017-04-27 17:27:26', '2017-04-27 17:30:27', '2018-04-11 03:00:15', '2017-04-27 16:36:29', '2017-05-03 03:00:50']",[],DATE,년-월-일 시:분:초,"1,526,737",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,UPDT_ID,,"['system', 'lsamanager', 'c2017bjy', 'c2017cki', 'c2018hsh']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_LQFTMANF,UPDT_DATE,날짜,"['2017-04-27 17:27:26', '2017-04-27 17:30:27', '2018-04-11 03:00:15', '2017-04-27 16:36:29', '2017-05-03 03:00:50']",[],DATE,년-월-일 시:분:초,"1,526,737",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,AGEN_YN,여부,"['NULL', 'N', 'Y']",[],CHAR(1),여부Y/N,"2,338",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,CLS_UPDT_YN,여부,"['NULL', 'Y', 'N']",[],CHAR(1),여부Y/N,"2,364",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,STOG_YN,여부,['N'],[],CHAR(1),여부Y/N,"1,518,597",0,0.0
LSNSUSER.TB_CLS_LQFTMANF,REPO_INFL_TYPE,코드,"['NULL', '02']",[],VARCHAR2(2),공통코드,1,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,LQFT_MANF_NO,번호,"['1902344113', '1911488060', '1801146537', '1804185474', '1804185477']",[],VARCHAR2(20),형식_숫자10자리(9999999999),155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,SEQ,번호,"['1', '2']",[],NUMBER(2),숫자만사용,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,CLS_DATE,날짜,"['2019-07-03 03:00:30', '2019-07-03 03:00:29', '2019-05-23 03:00:33', '2019-02-19 03:00:30', '2019-02-19 03:00:32']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_USCM_NO,번호,"['2016001381', '2013000320', '2013000403', '2013000297', '2013000313']",[],VARCHAR2(10),숫자만사용,156,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_PERM_MGT_NO,번호,"['P05', 'P02', 'P01', 'P03', 'P04']",[],VARCHAR2(20),영문/숫자만 사용,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_WSTE_CD,코드,['90'],[],VARCHAR2(2),공통코드,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,GIVE_AMT,수량,"['24', '18', '48', '72', '5']",[],"NUMBER(15,3)",수량_소수점포함(+),155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,GIVE_DATE,날짜,"['2019-06-15 00:00:00', '2019-02-16 00:00:00', '2019-02-13 00:00:00', '2019-05-17 00:00:00', '2019-02-18 00:00:00']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,GIVE_USER_NM,,"['이연희', 'NULL', '서흥축산', '이동윤', 'TEST']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,VEHI_NO,번호,"['90다6427', '90다6418', '86조6084', '95보1111', '84노5071']",['TEST'],VARCHAR2(50),차량조합,155,1,0.65
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,DSPO_WAYS_CD,코드,"['01', 'NULL']",[],VARCHAR2(10),공통코드,150,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_POST_NO,번호,"['59361', '63016', '616-802', '63350', '697-825']",[],VARCHAR2(7),우편번호 조합,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_FCLT_POST_NO,번호,"['59361', '63016', '616-802', '63350', '697-825']",[],VARCHAR2(7),우편번호 조합,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,CITYAUTH_CD,코드,"['1318', '1602', '0208', '0909', '1601']",[],VARCHAR2(5),관할관청코드(지자체),155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,OWNER_NM,,"['이연희', '조건', '손용조', 'T_부울경(배출)', '고병삼']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TEL_NO,번호,"['0618677900', 'NULL', '0337623680', '0647388337', '07041414868']",[],VARCHAR2(20),번호조합,142,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,REGI_USCM_TYPE,코드,"['E1', 'NULL', 'T1']",[],VARCHAR2(2),공통코드,144,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,EMSN_REGI_TYPE,코드,"['02', '01']",[],VARCHAR2(2),공통코드,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,MBL_MANF_NO,번호,"['NULL', 'R180131150054', 'R180412174903', 'R180412174951', 'R180412175233']",[],VARCHAR2(20),영문/숫자만 사용,94,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,MBL_RECV_PHONE,번호,"['NULL', '010-3694-3030', '010-2880-5026', '010-3897-4164', '010-5034-5247']",[],VARCHAR2(20),번호조합,13,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_USCM_NO,번호,"['2016001381', '2013000374', '2013000403', '2016000753', '2019000249']",[],VARCHAR2(10),숫자만사용,156,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_PERM_MGT_NO,번호,"['P04', 'P03', 'P02', 'P05', 'P01']",[],VARCHAR2(20),영문/숫자만 사용,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_RECV_DATE,날짜,"['2019-06-15 00:00:00', '2019-02-16 00:00:00', '2019-02-13 00:00:00', '2019-05-17 00:00:00', '2019-02-18 00:00:00']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_RECV_AMT,수량,"['24', '18', '48', '72', '5']",[],"NUMBER(15,3)",수량_소수점포함(+),155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_SPRY_DATE,날짜,"['2019-06-15 00:00:00', '2019-02-16 00:00:00', '2019-02-13 00:00:00', '2019-05-17 00:00:00', '2019-02-18 00:00:00']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_SPRY_AMT,수량,"['24', '18', '48', '72', '5']",[],"NUMBER(15,3)",수량_소수점포함(+),155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_VEHI_NO,번호,"['90다6427', '90다6418', '86조6084', '95보1111', '84노5071']",['TEST'],VARCHAR2(50),차량조합,155,1,0.65
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_RECV_USER_NM,,"['이연희', '김태용', '김동규', '서흥축산', '이동윤']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_POST_NO,번호,"['59361', '695-924', '26413', '46634', '63350']",[],VARCHAR2(7),우편번호 조합,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_REGI_TYPE,코드,"['01', '02']",[],VARCHAR2(2),공통코드,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,TRNS_RECV_WORK_DATE,날짜,"['2019-02-13 13:26:46', '2019-11-12 17:36:52', '2018-01-31 15:00:55', '2018-04-12 17:49:03', '2018-04-12 17:49:51']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,REGI_ID,,"['eneo', 'sh7961105', 'c2017cki', 'didehs0826', 'jyn0915']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,REGI_DATE,날짜,"['2019-07-10 09:33:01', '2019-07-10 16:15:32', '2019-11-20 10:16:54', '2019-11-22 10:25:53', '2019-11-22 11:44:25']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,CONFIRM_ID,,"['system', 'lsamanager3', 'c2017cki', 'eneo', 'm7388337']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,CONFIRM_DATE,날짜,"['2019-07-03 03:00:30', '2019-07-03 03:00:29', '2019-05-23 03:00:33', '2019-02-19 03:00:30', '2019-02-22 03:00:28']",[],DATE,년-월-일 시:분:초,155,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,AGEN_YN,여부,"['NULL', 'Y', 'N']",[],CHAR(1),여부Y/N,7,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,CLS_UPDT_YN,여부,"['NULL', 'Y']",[],CHAR(1),여부Y/N,11,0,0.0
LSNSUSER.TB_CLS_LQFTMANF_MODIFIED,STOG_YN,여부,['N'],[],CHAR(1),여부Y/N,155,0,0.0
LSNSUSER.TB_CLS_LQFT_TRNSVEHI,LQFT_MANF_NO,번호,"['1703011742', '1703015129', '1703016784', '1703016820', '1703019483']",[],VARCHAR2(20),형식_숫자10자리(9999999999),"1,531,577",0,0.0
LSNSUSER.TB_CLS_LQFT_TRNSVEHI,VEHI_NO,번호,"['88머6971', '88머6974', '84어7575', '94너1733', '84무9889']","['트랙터(10톤)', '2213', '2214', '트랙터(5톤)', '전북7러8691', '3022(블루)', '배관운송', '대동1바8943', '4581(그린)', '테스트83러7166']",VARCHAR2(50),차량조합,"1,523,363","7,434",0.49
LSNSUSER.TB_CLS_MANF,MANF_NO,번호,"['1311000001', '1312000006', '1312000031', '1312000131', '1312000156']",[],VARCHAR2(20),형식_숫자10자리(9999999999),"2,605,855",0,0.0
LSNSUSER.TB_CLS_MANF,CLS_DATE,날짜,"['2017-09-14 03:00:03', '2017-09-12 03:00:13', '2017-04-26 03:00:21', '2017-09-12 03:00:11', '2017-04-20 03:00:27']",[],DATE,년-월-일 시:분:초,"2,605,855",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_USCM_NO,번호,"['2016004003', '2014000090', '2016003207', '2016000238', '2015000428']",[],VARCHAR2(10),숫자만사용,"2,652,752",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_PERM_MGT_NO,번호,"['P01', 'P02', 'P03', 'P04', 'P05']",[],VARCHAR2(20),영문/숫자만 사용,"2,565,987",0,0.0
LSNSUSER.TB_CLS_MANF,LSTK_TYPE,코드,"['01', '03', '04', '09', '05']",[],CHAR(2),축종코드,"2,565,987",0,0.0
LSNSUSER.TB_CLS_MANF,LSTK_EXCT_CD,코드,"['03', '02', '01', '04', '05']",[],CHAR(2),축분코드,"2,565,987",0,0.0
LSNSUSER.TB_CLS_MANF,GIVE_AMT,수량,"['23', '15', '24', '20', '25']",[],"NUMBER(15,3)",수량_소수점포함(+),"2,612,303",0,0.0
LSNSUSER.TB_CLS_MANF,GIVE_DATE,날짜,"['2020-09-28 00:00:00', '2022-09-07 00:00:00', '2020-09-29 00:00:00', '2022-09-13 00:00:00', '2021-09-23 00:00:00']",[],DATE,년-월-일 시:분:초,"2,605,854",0,0.0
LSNSUSER.TB_CLS_MANF,GIVE_USER_NM,,"['NULL', '이기현', '장영규', '전진옥', '황후경']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF,GIVE_WORK_DATE,날짜,"['2017-07-08 11:25:54', '2017-08-06 21:44:30', '2017-08-18 09:47:59', '2017-08-18 09:47:55', '2017-08-18 09:47:58']",[],DATE,년-월-일 시:분:초,"2,605,854",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_VEHI_NO,번호,"['배관운송', '91오2632', '88더8885', '89수4171', '87더6396']","['배관운송', '관로이송', '전북7러8691', '80어6958.', '84어7828.', '94두0780.', '테스트83러7166', '80어6918.', '테스트96두7485', '테스트1020']",VARCHAR2(50),차량조합,"2,565,970","30,202",1.18
LSNSUSER.TB_CLS_MANF,DSPO_WAYS_CD,코드,"['NULL', '01', '04', '02', '03']",[],VARCHAR2(10),공통코드,"1,291,965",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_POST_NO,번호,"['570-945', 'NULL', '54577', '58207', '63021']",[],VARCHAR2(7),우편번호 조합,"2,527,334",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_FCLT_POST_NO,번호,"['570-945', '695-924', '576-973', '58207', '570-942']",[],VARCHAR2(7),우편번호 조합,"2,560,040",0,0.0
LSNSUSER.TB_CLS_MANF,CITYAUTH_CD,코드,"['1602', '1209', '1213', '0829', '1203']",[],VARCHAR2(5),관할관청코드(지자체),"2,565,986",0,0.0
LSNSUSER.TB_CLS_MANF,OWNER_NM,,"['이기현', '장영규', '우성호', '이선은', '조창현']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF,TEL_NO,번호,"['NULL', '06400000000', '0613333333', '0647995552', '0640000000']",[],VARCHAR2(20),번호조합,"811,823",0,0.0
LSNSUSER.TB_CLS_MANF,EMSN_REGI_TYPE,코드,"['02', '01', '04', 'NULL', '05']",[],VARCHAR2(2),공통코드,"2,565,586",0,0.0
LSNSUSER.TB_CLS_MANF,REGI_USCM_TYPE,코드,"['T1', 'E1', 'NULL', 'D1']",[],VARCHAR2(2),공통코드,"2,563,406",0,0.0
LSNSUSER.TB_CLS_MANF,RESV_MANF_NO,번호,"['NULL', '1312000037', '1312000085', '1401000129', '1401000130']",[],VARCHAR2(20),형식_숫자10자리(9999999999),"5,431",0,0.0
LSNSUSER.TB_CLS_MANF,MBL_MANF_NO,번호,"['NULL', 'R220930175321', 'R220728092428', 'R220930175304', 'R221012111119']",[],VARCHAR2(20),영문/숫자만 사용,"2,005,007",0,0.0
LSNSUSER.TB_CLS_MANF,MBL_RECV_PHONE,번호,"['NULL', '010-5222-1820', '010-0000-0000', '010-3656-2216', '010-4680-1820']","['구-6476-3814', '010- 0000-0000', '010-.9424-4047']",VARCHAR2(20),번호조합,"2,320,564",5,0.0
LSNSUSER.TB_CLS_MANF,TRNS_USCM_NO,번호,"['2015000322', '2013000410', '2017000168', '2016002219', '2013000369']",[],VARCHAR2(10),숫자만사용,"2,652,752",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_PERM_MGT_NO,번호,"['P01', 'P02', 'P03', 'P04', 'P05']",[],VARCHAR2(20),영문/숫자만 사용,"2,565,987",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_RECV_DATE,날짜,"['2020-09-28 00:00:00', '2022-09-07 00:00:00', '2020-09-29 00:00:00', '2022-09-13 00:00:00', '2021-09-23 00:00:00']",[],DATE,년-월-일 시:분:초,"2,605,795",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_RECV_USER_NM,,"['김기범', '임재범', '이원화', '이기현', '청주한돈영농조합법인']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF,TRNS_RECV_AMT,수량,"['23', '15', '24', '20', '25']",[],"NUMBER(15,3)",수량_소수점포함(+),"2,612,303",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_GIVE_DATE,날짜,"['NULL', '2021-09-23 00:00:00', '2022-09-13 00:00:00', '2020-09-28 00:00:00', '2022-09-07 00:00:00']",[],DATE,년-월-일 시:분:초,"2,594,893",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_GIVE_USER_NM,,"['NULL', '김기범', '임재범', '이원화', '이기현']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF,TRNS_POST_NO,번호,"['570-945', '576-973', '695-924', '11130', '520-883']",[],VARCHAR2(7),우편번호 조합,"2,557,114",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_RECV_WORK_DATE,날짜,"['2017-07-08 11:25:54', '2017-01-25 11:25:57', '2022-08-16 10:55:24', '2017-08-06 21:44:30', '2017-08-18 09:47:59']",[],DATE,년-월-일 시:분:초,"2,605,854",0,0.0
LSNSUSER.TB_CLS_MANF,TRNS_REGI_TYPE,코드,"['02', '01', '04', 'NULL', '05']",[],VARCHAR2(2),공통코드,"2,564,117",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_USCM_NO,번호,"['2015000331', '2014000327', '2016000587', '2015000437', '2013000410']",[],VARCHAR2(10),숫자만사용,"2,652,752",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_PERM_MGT_NO,번호,"['P01', 'P02', 'P03', 'P04', 'P05']",[],VARCHAR2(20),영문/숫자만 사용,"2,565,987",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_RECV_DATE,날짜,"['2022-09-13 00:00:00', '2018-04-24 00:00:00', '2021-09-23 00:00:00', '2020-09-28 00:00:00', '2022-09-07 00:00:00']",[],DATE,년-월-일 시:분:초,"2,603,918",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_RECV_AMT,수량,"['23', '15', '24', '20', '25']",[],"NUMBER(15,3)",수량_소수점포함(+),"2,610,380",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_RECV_USER_NM,,"['김의연', '임재범', '제주시', '송영재', '장철민']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF,DSPO_VEHI_NO,번호,"['배관운송', '91오2632', '88더8885', '89수4171', '87더6396']","['배관운송', '관로이송', '전북7러8691', '80어6958.', '96라9791', '96라9791', '96라9795', '96라9795', '84어7828.', '94두0780.', '테스트83러7166', '80어6918.']",VARCHAR2(50),차량조합,"2,564,194","30,875",1.2
LSNSUSER.TB_CLS_MANF,DSPO_POST_NO,번호,"['570-945', '695-924', '576-973', '340-801', '621-872']",[],VARCHAR2(7),우편번호 조합,"2,561,246",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_FCLT_POST_NO,번호,"['NULL', '626-834', '642-390', '621-872', '699-925']",[],VARCHAR2(7),우편번호 조합,"2,136",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_FCLT_NM,,"['NULL', '액비화시설', '정화처리시설', '가축분뇨 정화처리시설', '정읍시 가축분뇨 공공처리장']",[],VARCHAR2(100),,,,
LSNSUSER.TB_CLS_MANF,DSPO_RECV_WORK_DATE,날짜,"['NULL', '2017-11-21 15:36:26', '2019-04-19 16:22:16', '2018-05-15 11:12:44', '2018-04-24 11:18:01']",[],DATE,년-월-일 시:분:초,"2,603,966",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_REGI_TYPE,코드,"['02', '01', 'NULL', '04', '05']",[],VARCHAR2(2),공통코드,"2,471,256",0,0.0
LSNSUSER.TB_CLS_MANF,REGI_ID,,"['system', 'LSNS', 'lsamanager2', 'lsamanager']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_MANF,REGI_DATE,날짜,"['2017-09-14 03:00:03', '2017-09-12 03:00:13', '2017-04-26 03:00:21', '2017-09-12 03:00:11', '2017-04-20 03:00:27']",[],DATE,년-월-일 시:분:초,"2,605,855",0,0.0
LSNSUSER.TB_CLS_MANF,UPDT_ID,,"['system', 'NULL', 'c2018hsh', 'LSNS', 'c2017cki']",[],VARCHAR2(20),,,,
LSNSUSER.TB_CLS_MANF,UPDT_DATE,날짜,"['NULL', '2018-06-13 03:00:08', '2018-05-03 03:00:09', '2018-04-27 03:00:09', '2018-05-29 03:00:06']",[],DATE,년-월-일 시:분:초,"2,175,609",0,0.0
LSNSUSER.TB_CLS_MANF,AGEN_YN,여부,"['NULL', 'Y', 'N']",[],CHAR(1),여부Y/N,"431,638",0,0.0
LSNSUSER.TB_CLS_MANF,DSPO_FCLT_SEQ,번호,"['NULL', '1', '2', '4', '3']",[],NUMBER,숫자만사용,"173,364",0,0.0
LSNSUSER.TB_CLS_MANF,CLS_UPDT_YN,여부,"['NULL', 'N', 'Y']",[],CHAR(1),여부Y/N,"431,845",0,0.0
LSNSUSER.TB_CLS_MANF,STOG_YN,여부,['N'],[],CHAR(1),여부Y/N,"2,565,988",0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,MANF_NO,번호,"['2001173099', '2109483853', '1905903276', '1905916456', '1907982663']",[],VARCHAR2(20),형식_숫자10자리(9999999999),21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,SEQ,번호,"['1', '2']",[],NUMBER(2),숫자만사용,21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,CLS_DATE,날짜,"['2020-01-15 03:00:23', '2021-09-28 03:00:25', '2019-05-21 03:00:17', '2019-06-04 03:00:15', '2019-07-30 03:00:18']",[],DATE,년-월-일 시:분:초,21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,EMSN_USCM_NO,번호,"['2016003285', '2016004169', '2018010002', '2019000191', '2016002256']",[],VARCHAR2(10),숫자만사용,21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,EMSN_PERM_MGT_NO,번호,"['P01', 'P02', 'P04']",[],VARCHAR2(20),영문/숫자만 사용,20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,LSTK_TYPE,코드,"['01', '03']",[],CHAR(2),축종코드,20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,LSTK_EXCT_CD,코드,"['03', '01', '02']",[],CHAR(2),축분코드,20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,GIVE_AMT,수량,"['1', '2', '7', '8', '10']",[],"NUMBER(15,3)",수량_소수점포함(+),21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,GIVE_DATE,날짜,"['2021-08-26 00:00:00', '2019-08-25 00:00:00', '2020-01-03 00:00:00', '2020-01-09 00:00:00', '2020-01-24 00:00:00']",[],DATE,년-월-일 시:분:초,21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,GIVE_USER_NM,,"['배출자 등', '나담당', '민병주', '테스트', '하승승']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF_MODIFIED,GIVE_WORK_DATE,날짜,"['2020-01-09 15:11:47', '2021-09-22 14:05:35', '2019-05-15 14:50:41', '2019-05-27 17:49:38', '2019-07-24 09:48:16']",[],DATE,년-월-일 시:분:초,21,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,EMSN_VEHI_NO,번호,"['85가8220', '87루8601', 'TEST', '87다5866', '87보1850']","['TEST', '테스트0505', '테스트2030', '테스트0707', '테스트2016']",VARCHAR2(50),차량조합,20,9,45.0
LSNSUSER.TB_CLS_MANF_MODIFIED,DSPO_WAYS_CD,코드,"['NULL', '01', '04', '02']",[],VARCHAR2(10),공통코드,10,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,EMSN_POST_NO,번호,"['404-170', '11137', '22689', '22693', '250-871']",[],VARCHAR2(7),우편번호 조합,20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,EMSN_FCLT_POST_NO,번호,"['404-170', '51010', '11137', '22689', '22693']",[],VARCHAR2(7),우편번호 조합,20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,CITYAUTH_CD,코드,"['0417', '0916', '1002', '1213', '0829']",[],VARCHAR2(5),관할관청코드(지자체),20,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,OWNER_NM,,"['테스트', '홍길동', '민병주', '하승승', '김대기']",[],VARCHAR2(50),,,,
LSNSUSER.TB_CLS_MANF_MODIFIED,TEL_NO,번호,"['NULL', '0320000000', '03200000000', '0547620457', '0613224500']",[],VARCHAR2(20),번호조합,8,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,REGI_USCM_TYPE,코드,"['T1', 'NULL', 'E1']",[],VARCHAR2(2),공통코드,14,0,0.0
LSNSUSER.TB_CLS_MANF_MODIFIED,MBL_MANF_NO,번호,"['NULL', 'R190515145040', 'R190527174930', 'R190724094814', 'R190825102350']",[],VARCHAR2(20),영문/숫자만 사용,11,0,0.0
